Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
21,60,70,350000.0,1000.0,1542,0,1.0,3.0,2.0,1,8,16.0,174.0,67.0,47.0,60.0,49.0,51.0,61.0,61.0,62.0,54.0,44.0,62.0,79.0,73.0,78.0,62.0,84.0,57.0,69.0,58.0,41.0,59.0,36.0,22.0,59.0,49.0,56.0,62.0,21.0,16.0,19.0,8.0,14.0,8.0,11.0,12.0,613000.0
20,60,73,400000.0,4000.0,1416,0,1.0,3.0,3.0,8,2,35.0,183.0,73.0,36.0,66.0,53.0,48.0,53.0,59.0,47.0,41.0,39.0,63.0,67.0,50.0,67.0,58.0,69.0,58.0,62.0,51.0,54.0,56.0,32.0,20.0,62.0,48.0,55.0,55.0,23.0,15.0,16.0,6.0,10.0,6.0,11.0,15.0,930000.0
18,60,71,325000.0,2000.0,1448,1,1.0,2.0,3.0,2,2,36.0,174.0,60.0,56.0,48.0,40.0,55.0,46.0,67.0,51.0,41.0,46.0,66.0,84.0,83.0,87.0,41.0,85.0,59.0,44.0,45.0,30.0,40.0,39.0,20.0,45.0,52.0,61.0,47.0,26.0,21.0,22.0,15.0,9.0,6.0,7.0,11.0,715000.0
26,60,62,250000.0,2000.0,1562,1,1.0,3.0,2.0,8,2,8.0,186.0,75.0,50.0,59.0,51.0,58.0,57.0,59.0,52.0,44.0,55.0,60.0,72.0,70.0,62.0,60.0,63.0,56.0,62.0,64.0,64.0,57.0,42.0,36.0,59.0,52.0,48.0,55.0,35.0,35.0,32.0,7.0,6.0,12.0,13.0,10.0,331000.0
23,60,69,280000.0,2000.0,1530,1,1.0,3.0,2.0,5,2,77.0,180.0,64.0,49.0,34.0,65.0,67.0,33.0,54.0,44.0,41.0,64.0,59.0,44.0,61.0,50.0,58.0,74.0,56.0,55.0,58.0,46.0,40.0,60.0,59.0,40.0,43.0,49.0,48.0,59.0,60.0,58.0,5.0,10.0,12.0,10.0,13.0,616000.0
26,60,61,200000.0,1000.0,1543,1,1.0,2.0,2.0,8,5,16.0,156.0,77.0,59.0,36.0,64.0,61.0,31.0,58.0,33.0,31.0,61.0,54.0,67.0,60.0,56.0,59.0,60.0,57.0,64.0,62.0,68.0,48.0,66.0,55.0,41.0,40.0,37.0,53.0,58.0,62.0,54.0,8.0,7.0,8.0,9.0,9.0,265000.0
21,60,74,425000.0,4000.0,1340,1,1.0,3.0,2.0,8,5,43.0,186.0,81.0,26.0,24.0,57.0,45.0,27.0,37.0,30.0,34.0,41.0,44.0,54.0,54.0,63.0,49.0,61.0,36.0,72.0,52.0,73.0,29.0,57.0,54.0,25.0,32.0,39.0,48.0,59.0,61.0,62.0,8.0,9.0,5.0,14.0,7.0,988000.0
29,60,60,200000.0,2000.0,1483,0,1.0,3.0,2.0,7,5,89.0,156.0,75.0,63.0,60.0,40.0,66.0,52.0,60.0,50.0,42.0,61.0,58.0,62.0,68.0,58.0,43.0,65.0,62.0,43.0,46.0,57.0,42.0,30.0,20.0,52.0,59.0,66.0,50.0,39.0,35.0,29.0,12.0,8.0,9.0,13.0,13.0,390000.0
21,60,69,325000.0,1000.0,1620,1,1.0,2.0,2.0,8,5,14.0,177.0,72.0,52.0,50.0,59.0,60.0,40.0,59.0,44.0,56.0,56.0,62.0,58.0,60.0,63.0,61.0,78.0,49.0,65.0,70.0,67.0,54.0,32.0,52.0,58.0,57.0,63.0,46.0,39.0,52.0,48.0,8.0,12.0,12.0,14.0,10.0,634000.0
19,60,71,350000.0,3000.0,1483,1,1.0,3.0,3.0,2,2,51.0,180.0,65.0,60.0,58.0,42.0,55.0,54.0,62.0,57.0,49.0,49.0,62.0,76.0,79.0,67.0,45.0,74.0,55.0,49.0,53.0,38.0,42.0,34.0,22.0,53.0,54.0,63.0,50.0,28.0,28.0,29.0,7.0,5.0,12.0,9.0,13.0,735000.0
19,60,79,450000.0,1000.0,1633,1,1.0,3.0,2.0,6,8,35.0,183.0,84.0,62.0,37.0,53.0,64.0,30.0,50.0,52.0,59.0,60.0,59.0,62.0,66.0,63.0,59.0,65.0,55.0,59.0,56.0,69.0,45.0,54.0,62.0,56.0,61.0,41.0,53.0,59.0,62.0,59.0,8.0,10.0,15.0,8.0,13.0,934000.0
19,60,73,400000.0,1000.0,1436,1,1.0,3.0,2.0,8,2,24.0,177.0,68.0,62.0,60.0,28.0,56.0,42.0,65.0,47.0,32.0,41.0,59.0,75.0,72.0,73.0,55.0,80.0,48.0,72.0,60.0,42.0,51.0,30.0,20.0,55.0,45.0,46.0,41.0,17.0,23.0,24.0,13.0,10.0,7.0,12.0,14.0,830000.0
21,60,69,280000.0,1000.0,1550,1,1.0,3.0,2.0,3,5,20.0,189.0,78.0,49.0,51.0,61.0,62.0,25.0,45.0,33.0,35.0,52.0,55.0,64.0,58.0,58.0,59.0,53.0,48.0,63.0,53.0,69.0,56.0,68.0,61.0,49.0,56.0,36.0,55.0,60.0,61.0,60.0,12.0,9.0,9.0,5.0,15.0,462000.0
19,60,77,450000.0,2000.0,1405,1,1.0,3.0,2.0,2,5,23.0,192.0,82.0,30.0,61.0,60.0,53.0,45.0,56.0,30.0,30.0,39.0,59.0,65.0,65.0,58.0,50.0,64.0,59.0,66.0,58.0,73.0,49.0,37.0,17.0,59.0,52.0,57.0,55.0,30.0,18.0,18.0,7.0,10.0,10.0,11.0,9.0,866000.0
20,60,71,325000.0,2000.0,1393,0,1.0,3.0,2.0,3,2,24.0,183.0,74.0,34.0,29.0,58.0,45.0,35.0,33.0,29.0,30.0,42.0,41.0,62.0,62.0,57.0,59.0,63.0,45.0,74.0,61.0,60.0,29.0,53.0,51.0,31.0,28.0,39.0,52.0,59.0,68.0,64.0,11.0,8.0,9.0,10.0,14.0,553000.0
20,60,72,375000.0,1000.0,1541,1,1.0,4.0,3.0,0,2,12.0,155.0,65.0,48.0,61.0,51.0,55.0,34.0,61.0,36.0,27.0,46.0,59.0,93.0,91.0,91.0,48.0,93.0,49.0,70.0,84.0,64.0,48.0,26.0,24.0,64.0,48.0,63.0,55.0,22.0,18.0,12.0,7.0,12.0,14.0,13.0,9.0,544000.0
27,60,60,170000.0,2000.0,1614,0,1.0,3.0,2.0,8,5,3.0,156.0,65.0,57.0,48.0,57.0,55.0,39.0,52.0,54.0,53.0,51.0,54.0,67.0,63.0,60.0,56.0,65.0,47.0,68.0,69.0,67.0,42.0,65.0,57.0,41.0,42.0,50.0,60.0,57.0,58.0,59.0,15.0,14.0,12.0,12.0,8.0,298000.0
25,60,63,210000.0,2000.0,1618,1,1.0,3.0,2.0,2,2,23.0,180.0,62.0,46.0,42.0,41.0,57.0,47.0,57.0,52.0,36.0,48.0,50.0,81.0,78.0,67.0,59.0,80.0,49.0,73.0,80.0,57.0,46.0,61.0,52.0,51.0,47.0,48.0,50.0,56.0,57.0,56.0,9.0,10.0,9.0,11.0,5.0,467000.0
20,60,71,350000.0,2000.0,1601,1,1.0,3.0,2.0,8,5,31.0,177.0,73.0,45.0,42.0,57.0,67.0,49.0,55.0,45.0,39.0,58.0,64.0,54.0,57.0,62.0,60.0,67.0,56.0,59.0,66.0,56.0,40.0,60.0,53.0,41.0,58.0,54.0,58.0,58.0,60.0,62.0,13.0,7.0,14.0,10.0,13.0,595000.0
19,60,74,400000.0,3000.0,1554,1,1.0,3.0,2.0,8,5,12.0,174.0,66.0,55.0,26.0,54.0,56.0,31.0,66.0,51.0,35.0,49.0,51.0,75.0,78.0,55.0,58.0,82.0,35.0,73.0,70.0,66.0,34.0,54.0,57.0,47.0,42.0,40.0,45.0,52.0,55.0,57.0,11.0,6.0,11.0,11.0,11.0,1000000.0
22,60,67,240000.0,1000.0,1565,1,1.0,3.0,2.0,2,5,21.0,177.0,75.0,60.0,32.0,40.0,52.0,27.0,57.0,33.0,30.0,41.0,55.0,81.0,76.0,68.0,54.0,79.0,55.0,71.0,76.0,66.0,38.0,68.0,53.0,52.0,42.0,36.0,48.0,56.0,58.0,57.0,13.0,9.0,10.0,8.0,12.0,396000.0
32,60,60,120000.0,2000.0,1353,1,1.0,3.0,2.0,5,5,2.0,155.0,74.0,42.0,24.0,58.0,53.0,28.0,24.0,22.0,23.0,40.0,52.0,55.0,55.0,58.0,65.0,58.0,39.0,67.0,52.0,66.0,23.0,50.0,52.0,29.0,44.0,36.0,58.0,64.0,61.0,59.0,13.0,9.0,13.0,10.0,9.0,150000.0
19,60,77,450000.0,1000.0,1496,0,1.0,2.0,3.0,8,2,28.0,174.0,66.0,61.0,55.0,44.0,56.0,51.0,65.0,54.0,40.0,55.0,65.0,69.0,71.0,70.0,41.0,77.0,61.0,44.0,57.0,41.0,53.0,29.0,21.0,54.0,61.0,65.0,63.0,40.0,32.0,28.0,6.0,6.0,12.0,7.0,5.0,956000.0
24,60,66,280000.0,2000.0,1536,1,1.0,3.0,3.0,2,5,24.0,174.0,66.0,58.0,53.0,48.0,68.0,38.0,52.0,34.0,45.0,64.0,56.0,59.0,61.0,65.0,55.0,79.0,48.0,65.0,60.0,57.0,50.0,50.0,30.0,56.0,63.0,51.0,43.0,40.0,38.0,42.0,13.0,6.0,6.0,15.0,11.0,406000.0
21,60,70,350000.0,1000.0,1393,1,1.0,3.0,2.0,2,5,18.0,186.0,78.0,34.0,61.0,53.0,42.0,37.0,61.0,34.0,32.0,28.0,58.0,80.0,81.0,73.0,60.0,53.0,56.0,64.0,61.0,62.0,45.0,28.0,15.0,60.0,40.0,41.0,49.0,47.0,17.0,11.0,12.0,8.0,12.0,13.0,14.0,508000.0
18,60,79,375000.0,1000.0,1474,1,1.0,3.0,2.0,6,5,34.0,192.0,89.0,42.0,29.0,53.0,65.0,32.0,54.0,41.0,38.0,55.0,63.0,62.0,64.0,56.0,56.0,55.0,40.0,58.0,55.0,62.0,32.0,61.0,52.0,29.0,42.0,30.0,45.0,60.0,65.0,59.0,14.0,11.0,12.0,14.0,13.0,834000.0
17,60,80,400000.0,1000.0,1589,1,1.0,3.0,2.0,8,5,23.0,174.0,62.0,51.0,36.0,50.0,62.0,51.0,62.0,53.0,48.0,59.0,60.0,69.0,66.0,64.0,59.0,61.0,55.0,57.0,61.0,43.0,52.0,60.0,48.0,62.0,58.0,44.0,59.0,45.0,51.0,55.0,12.0,8.0,9.0,8.0,10.0,1000000.0
24,60,63,260000.0,1000.0,1515,1,1.0,4.0,2.0,8,5,20.0,183.0,73.0,63.0,52.0,50.0,64.0,47.0,62.0,56.0,36.0,57.0,61.0,66.0,67.0,63.0,55.0,57.0,60.0,42.0,68.0,59.0,47.0,33.0,29.0,62.0,57.0,41.0,63.0,31.0,32.0,30.0,14.0,14.0,14.0,13.0,13.0,345000.0
18,60,73,375000.0,3000.0,1594,1,1.0,2.0,2.0,7,2,43.0,156.0,75.0,52.0,48.0,46.0,70.0,52.0,60.0,56.0,51.0,70.0,68.0,66.0,62.0,58.0,55.0,74.0,61.0,54.0,49.0,55.0,48.0,44.0,24.0,54.0,51.0,60.0,59.0,45.0,51.0,55.0,12.0,6.0,15.0,9.0,13.0,947000.0
27,60,60,210000.0,2000.0,1740,1,1.0,3.0,2.0,8,2,6.0,180.0,75.0,53.0,62.0,51.0,61.0,59.0,60.0,59.0,60.0,58.0,59.0,61.0,64.0,52.0,61.0,72.0,65.0,70.0,50.0,70.0,63.0,66.0,60.0,56.0,62.0,65.0,60.0,58.0,58.0,52.0,9.0,11.0,16.0,6.0,11.0,368000.0
19,60,72,350000.0,1000.0,1544,1,1.0,3.0,3.0,8,5,32.0,156.0,70.0,45.0,58.0,48.0,70.0,42.0,64.0,54.0,45.0,67.0,60.0,62.0,65.0,47.0,52.0,66.0,57.0,57.0,51.0,55.0,50.0,49.0,24.0,46.0,57.0,60.0,59.0,38.0,55.0,51.0,13.0,10.0,6.0,14.0,6.0,578000.0
21,60,73,400000.0,1000.0,1513,1,1.0,3.0,2.0,8,2,27.0,177.0,66.0,52.0,47.0,37.0,61.0,63.0,69.0,58.0,52.0,55.0,62.0,71.0,68.0,72.0,48.0,78.0,43.0,53.0,47.0,30.0,44.0,46.0,26.0,58.0,60.0,49.0,52.0,37.0,35.0,40.0,13.0,11.0,7.0,8.0,13.0,870000.0
25,60,62,250000.0,4000.0,1475,0,1.0,2.0,2.0,1,2,7.0,174.0,58.0,56.0,56.0,34.0,57.0,44.0,62.0,43.0,52.0,52.0,60.0,72.0,73.0,68.0,57.0,47.0,53.0,33.0,51.0,53.0,52.0,46.0,36.0,57.0,53.0,56.0,55.0,34.0,33.0,35.0,11.0,8.0,9.0,13.0,9.0,444000.0
21,60,73,350000.0,1000.0,1401,0,1.0,2.0,2.0,8,5,29.0,156.0,70.0,47.0,29.0,59.0,51.0,26.0,51.0,29.0,32.0,48.0,50.0,66.0,59.0,58.0,45.0,67.0,22.0,68.0,65.0,67.0,21.0,57.0,60.0,44.0,30.0,30.0,43.0,53.0,63.0,62.0,8.0,7.0,6.0,14.0,7.0,761000.0
23,60,66,280000.0,1000.0,1496,1,1.0,3.0,3.0,8,2,18.0,168.0,62.0,44.0,55.0,31.0,57.0,43.0,64.0,40.0,36.0,51.0,57.0,76.0,67.0,84.0,63.0,92.0,55.0,66.0,63.0,30.0,47.0,37.0,45.0,61.0,50.0,38.0,52.0,26.0,42.0,21.0,9.0,9.0,9.0,15.0,13.0,406000.0
19,60,78,450000.0,1000.0,1510,1,1.0,3.0,3.0,1,2,36.0,180.0,67.0,44.0,50.0,47.0,66.0,44.0,63.0,55.0,44.0,57.0,65.0,73.0,69.0,78.0,46.0,83.0,48.0,77.0,54.0,33.0,36.0,37.0,22.0,43.0,64.0,52.0,60.0,22.0,42.0,39.0,10.0,12.0,15.0,9.0,11.0,934000.0
25,60,64,230000.0,1000.0,1421,0,1.0,4.0,2.0,5,5,5.0,156.0,77.0,48.0,30.0,57.0,55.0,30.0,39.0,26.0,29.0,47.0,52.0,46.0,50.0,59.0,57.0,52.0,43.0,58.0,69.0,66.0,38.0,72.0,50.0,29.0,37.0,38.0,55.0,60.0,63.0,60.0,7.0,15.0,16.0,10.0,13.0,374000.0
22,60,69,270000.0,1000.0,1608,0,1.0,2.0,2.0,8,2,3.0,155.0,73.0,61.0,21.0,44.0,60.0,43.0,50.0,61.0,58.0,59.0,56.0,69.0,73.0,71.0,50.0,65.0,63.0,77.0,72.0,60.0,51.0,48.0,52.0,35.0,46.0,45.0,49.0,51.0,53.0,60.0,15.0,9.0,8.0,7.0,15.0,392000.0
21,60,69,325000.0,2000.0,1527,0,1.0,2.0,2.0,2,5,39.0,155.0,70.0,47.0,50.0,47.0,59.0,39.0,65.0,62.0,45.0,52.0,61.0,68.0,63.0,75.0,48.0,70.0,61.0,58.0,58.0,54.0,62.0,44.0,37.0,53.0,62.0,39.0,39.0,30.0,33.0,33.0,13.0,12.0,12.0,8.0,7.0,536000.0
25,60,63,260000.0,1000.0,1546,1,1.0,3.0,2.0,1,5,19.0,155.0,75.0,46.0,59.0,52.0,55.0,60.0,61.0,49.0,39.0,39.0,60.0,80.0,88.0,77.0,56.0,68.0,66.0,70.0,60.0,58.0,54.0,48.0,23.0,56.0,50.0,57.0,55.0,21.0,20.0,23.0,15.0,6.0,8.0,11.0,11.0,410000.0
20,60,72,375000.0,1000.0,1551,1,1.0,2.0,3.0,8,2,24.0,156.0,76.0,47.0,48.0,40.0,61.0,54.0,64.0,55.0,48.0,55.0,65.0,72.0,68.0,77.0,52.0,76.0,54.0,65.0,59.0,58.0,52.0,47.0,28.0,49.0,58.0,40.0,57.0,46.0,34.0,31.0,8.0,9.0,14.0,7.0,10.0,544000.0
18,60,73,375000.0,1000.0,1458,1,1.0,3.0,3.0,8,5,70.0,189.0,82.0,44.0,60.0,54.0,51.0,41.0,60.0,42.0,29.0,46.0,62.0,74.0,78.0,62.0,51.0,66.0,57.0,66.0,62.0,65.0,49.0,53.0,15.0,59.0,42.0,56.0,50.0,33.0,13.0,15.0,11.0,7.0,10.0,14.0,11.0,703000.0
19,60,72,350000.0,1000.0,1530,1,1.0,3.0,3.0,2,2,29.0,195.0,78.0,59.0,43.0,50.0,63.0,37.0,60.0,43.0,39.0,58.0,61.0,68.0,67.0,56.0,48.0,50.0,56.0,54.0,68.0,70.0,51.0,58.0,38.0,58.0,56.0,47.0,45.0,34.0,48.0,44.0,9.0,5.0,9.0,11.0,12.0,508000.0
20,60,69,325000.0,1000.0,1617,1,1.0,3.0,2.0,8,2,29.0,155.0,70.0,60.0,50.0,44.0,64.0,48.0,64.0,51.0,50.0,56.0,62.0,74.0,70.0,76.0,53.0,71.0,58.0,56.0,59.0,61.0,52.0,57.0,43.0,50.0,54.0,53.0,43.0,35.0,48.0,40.0,10.0,14.0,14.0,10.0,10.0,634000.0
17,60,77,425000.0,1000.0,1620,1,1.0,3.0,2.0,8,2,29.0,168.0,65.0,54.0,60.0,58.0,62.0,43.0,63.0,50.0,32.0,58.0,58.0,83.0,72.0,73.0,55.0,74.0,55.0,76.0,61.0,51.0,42.0,55.0,46.0,59.0,55.0,42.0,54.0,40.0,49.0,48.0,10.0,13.0,10.0,6.0,7.0,903000.0
21,60,70,290000.0,1000.0,1513,1,1.0,2.0,2.0,8,5,25.0,189.0,79.0,39.0,34.0,54.0,61.0,33.0,51.0,40.0,39.0,48.0,57.0,63.0,50.0,60.0,53.0,51.0,54.0,59.0,72.0,74.0,49.0,59.0,59.0,38.0,45.0,46.0,53.0,52.0,60.0,59.0,6.0,8.0,15.0,11.0,14.0,566000.0
19,60,77,450000.0,1000.0,1617,0,1.0,2.0,2.0,8,5,7.0,156.0,71.0,55.0,47.0,45.0,69.0,48.0,63.0,56.0,51.0,58.0,64.0,63.0,66.0,68.0,58.0,65.0,64.0,65.0,65.0,64.0,65.0,45.0,29.0,61.0,59.0,52.0,42.0,50.0,38.0,37.0,8.0,12.0,10.0,10.0,7.0,956000.0
20,60,75,450000.0,1000.0,1568,1,1.0,3.0,2.0,8,2,8.0,156.0,74.0,50.0,43.0,54.0,61.0,36.0,60.0,56.0,56.0,60.0,64.0,74.0,42.0,74.0,58.0,71.0,54.0,53.0,69.0,31.0,49.0,44.0,42.0,60.0,66.0,46.0,58.0,52.0,39.0,39.0,11.0,13.0,14.0,12.0,15.0,844000.0
22,60,70,325000.0,2000.0,1518,1,1.0,2.0,2.0,8,5,19.0,156.0,73.0,58.0,33.0,48.0,60.0,44.0,62.0,48.0,40.0,55.0,63.0,71.0,62.0,68.0,54.0,61.0,50.0,63.0,71.0,64.0,53.0,44.0,39.0,50.0,56.0,42.0,58.0,28.0,41.0,45.0,7.0,13.0,7.0,5.0,13.0,553000.0
21,60,73,350000.0,1000.0,1509,1,1.0,3.0,2.0,8,5,8.0,186.0,76.0,36.0,31.0,46.0,61.0,45.0,49.0,31.0,43.0,57.0,61.0,55.0,62.0,59.0,51.0,66.0,46.0,54.0,61.0,73.0,38.0,61.0,56.0,45.0,57.0,50.0,51.0,54.0,63.0,56.0,7.0,6.0,12.0,8.0,9.0,691000.0
29,60,60,210000.0,1000.0,1536,1,1.0,3.0,2.0,2,5,9.0,183.0,82.0,41.0,59.0,60.0,59.0,62.0,56.0,54.0,51.0,45.0,60.0,53.0,52.0,57.0,59.0,55.0,59.0,76.0,62.0,68.0,58.0,60.0,23.0,63.0,59.0,62.0,61.0,24.0,27.0,17.0,6.0,16.0,11.0,10.0,12.0,326000.0
19,60,72,350000.0,3000.0,1640,1,1.0,3.0,2.0,8,2,88.0,174.0,60.0,60.0,43.0,52.0,63.0,40.0,64.0,39.0,35.0,61.0,60.0,69.0,70.0,67.0,59.0,78.0,47.0,57.0,67.0,67.0,39.0,54.0,54.0,56.0,55.0,40.0,47.0,64.0,65.0,64.0,11.0,11.0,11.0,10.0,8.0,665000.0
34,60,60,110000.0,2000.0,1597,1,1.0,3.0,2.0,6,8,24.0,183.0,81.0,45.0,59.0,62.0,54.0,45.0,49.0,57.0,44.0,45.0,54.0,64.0,66.0,73.0,63.0,58.0,54.0,75.0,85.0,74.0,53.0,77.0,36.0,60.0,38.0,55.0,55.0,30.0,36.0,30.0,10.0,15.0,7.0,8.0,16.0,193000.0
30,60,60,190000.0,2000.0,1715,1,1.0,2.0,2.0,0,5,24.0,174.0,67.0,54.0,52.0,55.0,61.0,47.0,57.0,60.0,46.0,56.0,58.0,79.0,69.0,59.0,46.0,66.0,58.0,66.0,90.0,68.0,55.0,74.0,66.0,52.0,53.0,53.0,54.0,47.0,63.0,60.0,8.0,6.0,12.0,8.0,11.0,333000.0
21,60,72,375000.0,6000.0,1546,1,1.0,3.0,3.0,2,5,36.0,174.0,65.0,60.0,57.0,47.0,58.0,56.0,69.0,53.0,59.0,52.0,63.0,69.0,68.0,66.0,46.0,77.0,62.0,50.0,54.0,51.0,46.0,56.0,20.0,54.0,54.0,58.0,49.0,27.0,34.0,34.0,7.0,15.0,9.0,7.0,8.0,788000.0
24,60,67,240000.0,1000.0,1508,1,1.0,3.0,2.0,8,5,14.0,155.0,74.0,60.0,39.0,52.0,55.0,29.0,30.0,29.0,27.0,44.0,55.0,74.0,72.0,67.0,48.0,64.0,59.0,73.0,59.0,64.0,45.0,49.0,59.0,50.0,40.0,32.0,60.0,58.0,55.0,60.0,16.0,12.0,10.0,12.0,10.0,372000.0
21,60,68,300000.0,1000.0,1513,1,1.0,3.0,2.0,1,2,17.0,174.0,69.0,50.0,55.0,37.0,59.0,57.0,67.0,54.0,45.0,55.0,61.0,80.0,71.0,89.0,52.0,76.0,58.0,40.0,34.0,36.0,55.0,57.0,24.0,56.0,58.0,49.0,58.0,34.0,34.0,29.0,6.0,7.0,9.0,7.0,12.0,510000.0
20,60,67,290000.0,1000.0,1647,1,1.0,3.0,2.0,8,2,24.0,180.0,70.0,49.0,42.0,60.0,62.0,38.0,59.0,31.0,38.0,55.0,61.0,70.0,70.0,72.0,54.0,74.0,62.0,61.0,82.0,63.0,50.0,50.0,47.0,50.0,61.0,47.0,48.0,55.0,61.0,62.0,12.0,14.0,7.0,15.0,13.0,450000.0
20,60,69,280000.0,1000.0,1406,1,1.0,2.0,2.0,3,2,21.0,183.0,75.0,51.0,21.0,59.0,53.0,29.0,48.0,28.0,29.0,44.0,48.0,59.0,57.0,53.0,51.0,55.0,40.0,75.0,67.0,64.0,32.0,54.0,58.0,27.0,43.0,33.0,41.0,61.0,63.0,61.0,7.0,13.0,7.0,8.0,8.0,490000.0
27,60,61,200000.0,1000.0,1294,1,1.0,3.0,2.0,6,5,5.0,186.0,80.0,26.0,22.0,62.0,27.0,26.0,25.0,22.0,29.0,27.0,33.0,55.0,59.0,43.0,57.0,55.0,35.0,67.0,58.0,75.0,39.0,73.0,60.0,21.0,35.0,34.0,58.0,55.0,62.0,59.0,14.0,10.0,13.0,5.0,11.0,265000.0
20,60,74,400000.0,1000.0,1491,1,1.0,3.0,2.0,0,5,38.0,177.0,64.0,57.0,30.0,49.0,55.0,23.0,52.0,26.0,34.0,38.0,55.0,76.0,72.0,70.0,61.0,69.0,32.0,65.0,60.0,58.0,29.0,58.0,56.0,59.0,59.0,29.0,47.0,52.0,61.0,57.0,12.0,11.0,5.0,6.0,15.0,750000.0
23,60,67,300000.0,1000.0,1474,1,1.0,2.0,2.0,7,2,26.0,189.0,77.0,43.0,59.0,53.0,57.0,53.0,60.0,40.0,34.0,35.0,58.0,79.0,68.0,62.0,50.0,55.0,59.0,58.0,65.0,72.0,44.0,44.0,29.0,58.0,51.0,58.0,47.0,49.0,14.0,15.0,14.0,8.0,6.0,10.0,14.0,465000.0
21,60,69,325000.0,1000.0,1478,1,1.0,3.0,3.0,8,5,19.0,174.0,65.0,60.0,59.0,33.0,56.0,44.0,66.0,39.0,35.0,33.0,64.0,77.0,74.0,87.0,46.0,85.0,48.0,75.0,68.0,43.0,41.0,37.0,23.0,49.0,48.0,53.0,44.0,37.0,22.0,24.0,14.0,8.0,8.0,8.0,14.0,536000.0
32,60,60,120000.0,2000.0,1406,1,1.0,3.0,2.0,8,5,4.0,189.0,87.0,37.0,35.0,62.0,47.0,37.0,39.0,41.0,31.0,46.0,48.0,49.0,47.0,44.0,54.0,55.0,45.0,68.0,66.0,69.0,27.0,65.0,57.0,33.0,38.0,52.0,58.0,59.0,59.0,59.0,8.0,6.0,6.0,8.0,9.0,210000.0
21,60,69,280000.0,1000.0,1588,1,1.0,3.0,3.0,8,2,15.0,156.0,70.0,54.0,33.0,42.0,62.0,28.0,64.0,45.0,37.0,57.0,63.0,73.0,69.0,73.0,54.0,72.0,48.0,63.0,69.0,61.0,33.0,57.0,63.0,58.0,59.0,41.0,61.0,50.0,60.0,54.0,12.0,6.0,5.0,15.0,8.0,406000.0
19,60,76,450000.0,6000.0,1471,1,1.0,2.0,2.0,2,5,63.0,180.0,64.0,41.0,60.0,60.0,49.0,43.0,57.0,54.0,37.0,39.0,61.0,73.0,72.0,77.0,56.0,77.0,58.0,66.0,51.0,47.0,58.0,31.0,16.0,62.0,49.0,67.0,52.0,19.0,17.0,16.0,13.0,12.0,12.0,13.0,8.0,1100000.0
19,60,78,450000.0,2000.0,1609,0,1.0,4.0,2.0,2,5,37.0,183.0,73.0,60.0,51.0,34.0,52.0,55.0,66.0,65.0,73.0,55.0,64.0,79.0,79.0,66.0,46.0,73.0,67.0,46.0,54.0,62.0,46.0,45.0,41.0,45.0,47.0,70.0,40.0,31.0,48.0,43.0,11.0,8.0,10.0,10.0,7.0,1000000.0
28,60,60,210000.0,1000.0,1628,0,1.0,3.0,3.0,2,5,22.0,156.0,73.0,52.0,56.0,53.0,55.0,52.0,58.0,57.0,50.0,50.0,57.0,81.0,87.0,80.0,53.0,65.0,63.0,52.0,71.0,71.0,53.0,60.0,32.0,56.0,56.0,58.0,54.0,30.0,36.0,35.0,7.0,11.0,7.0,8.0,16.0,326000.0
20,60,71,350000.0,1000.0,1659,0,1.0,3.0,3.0,8,5,8.0,174.0,70.0,56.0,58.0,37.0,63.0,46.0,63.0,63.0,59.0,61.0,64.0,68.0,63.0,78.0,50.0,86.0,57.0,80.0,59.0,38.0,59.0,52.0,44.0,56.0,63.0,54.0,65.0,55.0,34.0,32.0,12.0,12.0,10.0,13.0,14.0,508000.0
20,60,71,350000.0,1000.0,1491,0,1.0,4.0,3.0,2,5,70.0,180.0,64.0,59.0,56.0,41.0,59.0,47.0,66.0,53.0,57.0,56.0,64.0,67.0,69.0,58.0,46.0,69.0,63.0,49.0,60.0,39.0,54.0,31.0,20.0,54.0,56.0,60.0,52.0,35.0,26.0,27.0,8.0,10.0,12.0,6.0,14.0,840000.0
18,60,79,425000.0,2000.0,1487,0,1.0,5.0,2.0,2,2,93.0,156.0,65.0,46.0,57.0,52.0,56.0,40.0,62.0,44.0,43.0,54.0,62.0,78.0,75.0,74.0,51.0,71.0,55.0,58.0,42.0,42.0,40.0,40.0,29.0,59.0,57.0,52.0,59.0,33.0,31.0,39.0,12.0,9.0,6.0,10.0,8.0,903000.0
28,60,60,210000.0,2000.0,1584,1,1.0,3.0,2.0,8,8,7.0,155.0,75.0,61.0,59.0,41.0,66.0,49.0,62.0,44.0,50.0,53.0,57.0,71.0,65.0,69.0,52.0,65.0,49.0,61.0,54.0,56.0,47.0,56.0,42.0,59.0,57.0,50.0,51.0,61.0,36.0,36.0,5.0,14.0,11.0,11.0,15.0,368000.0
